1,873,6011.89,1,1
1,875,87379,1,5
1,876,87379.6,1,6
1,880,87380,1,7
1,882,87380.4,1,9
1,883,87380.9,1,10
1,884,87382.7,1,22
1,888,87383.3,1,23
1,889,87384.9,1,32
1,890,87386.8,1,36
1,891,87388,1,38
1,893,87389.7,1,45
1,895,87390.2,1,48
1,896,87391.3,1,51
1,897,87396.9,1,86
1,899,87398.4,1,87
1,900,87399.1,1,89
1,902,87400.9,1,104
1,903,87401.7,1,106
1,906,87403.3,1,112
1,907,87404.2,1,113
1,910,87404.9,1,115
1,911,87405.3,1,116
1,912,87413.5,1,178
1,916,87415,1,179
1,917,87415.4,1,180
1,918,87430.1,1,288
1,919,87458.1,1,491
1,923,87459.6,1,492
1,924,87460.6,1,493
1,927,87461,1,494
1,929,87574.8,1,1326
1,931,87577.1,1,1329
1,934,87578.2,1,1333
1,935,87578.9,1,1334
1,936,87579.3,1,1335
1,940,87580.4,1,1340
1,942,87581.1,1,1341
1,943,87708.8,1,2158
1,944,87710.1,1,2162
1,946,87991.1,1,3410
1,948,88025.9,1,3530
1,950,88026.5,1,3531
1,953,88027,1,3532
1,955,88192.2,1,4046
1,956,88238.1,1,4142
1,957,88356.6,1,4376
1,958,88360.6,1,4384
1,959,88364.2,1,4388
1,960,88396,1,4437
1,962,88398.9,1,4442
1,963,88415,1,4466
1,964,88415.9,1,4467
1,965,88416.5,1,4468
1,966,88469.8,1,4527
1,968,88482.1,1,4534
1,969,88555.5,1,4597
1,970,88563.8,1,4599
1,882,0.185141,1,1
1,887,1.95563,1,2
1,891,3.57414,1,10
1,892,4.29536,1,11
1,895,5.17173,1,13
1,899,6.1448,1,15
1,900,13.6231,1,52
1,902,15.4868,1,53
1,903,26.9651,1,126
1,905,29.0822,1,128
1,906,31.4587,1,136
1,908,32.0887,1,137
1,909,127.861,1,831
1,910,129.641,1,834
1,911,130.687,1,836
1,912,131.467,1,840
1,914,132.073,1,841
1,917,133.245,1,842
1,919,135.05,1,845
1,921,136.032,1,847
1,922,138.726,1,861
1,923,169.839,1,1063
1,926,172.214,1,1067
1,929,173.297,1,1068
1,930,268.565,1,1596
1,931,272.558,1,1605
1,932,339.261,1,1935
1,933,509.107,1,2776
1,935,510.053,1,2777
1,936,512.839,1,2783
1,937,513.516,1,2784
1,938,535.596,1,2879
1,939,537.914,1,2884
1,940,637.741,1,3332
1,941,655.431,1,3386
1,942,658.379,1,3394
1,943,659.486,1,3397
1,946,661.667,1,3401
1,948,662.246,1,3402
1,949,662.974,1,3403
1,950,663.922,1,3405
1,951,665.003,1,3406
1,952,673.863,1,3426
1,954,726.153,1,3620
1,956,727.117,1,3621
1,957,728.236,1,3622
1,958,871.206,1,3999
1,959,1055.07,1,4403
1,960,1059.07,1,4408
1,961,1078.63,1,4424
1,962,1142.3,1,4531
1,963,1146.28,1,4534
1,964,1185.98,1,4580
1,965,1202.48,1,4595
1,966,1213.31,1,4601
1,967,1214.83,1,4602
1,968,1221.71,1,4606
1,871,0.176062,1,1
1,872,1.13967,1,2
1,874,2.56001,1,5
1,878,3.49361,1,6
1,881,3.98982,1,7
1,883,4.53143,1,8
1,886,5.12672,1,9
1,887,5.97585,1,11
1,889,6.69904,1,13
1,891,7.9599,1,16
1,894,8.81416,1,17
1,896,10.3336,1,18
1,897,17.9011,1,63
1,898,19.1481,1,64
1,904,20.4931,1,66
1,905,23.845,1,82
1,907,25.3537,1,83
1,908,28.952,1,107
1,909,37.2379,1,173
1,910,39.1462,1,175
1,913,40.0091,1,176
1,914,53.0938,1,252
1,916,54.7853,1,254
1,919,61.3557,1,294
1,921,156.69,1,944
1,922,158.28,1,945
1,924,160.843,1,953
1,927,161.359,1,954
1,928,1171.35,1,7521
1,929,1176.13,1,7539
1,930,1177.68,1,7540
1,932,1178.82,1,7541
1,934,1179.56,1,7543
1,937,2421.95,1,14892
1,938,2424.17,1,14894
1,941,2425.27,1,14895
1,942,3658.82,1,21556
1,943,3660.7,1,21558
1,944,4587.76,1,26074
1,945,4591.41,1,26081
1,946,5340.48,1,29385
1,947,5413.44,1,29712
