run,score,time,step
9,2094,46049.3,2982
9,2103,47162.4,3054
9,2095,48156.8,3119
9,2104,49387.9,3199
9,2102,50496,3271
9,2094,51459.7,3334
9,2100,52444.7,3398
9,2086,53502,3467
9,2090,54534.3,3534
9,2098,55708.4,3611
9,2104,56902.3,3689
9,2093,57992.8,3760
9,2082,58898.6,3819
9,2091,59954.5,3888
9,2111,61151.6,3966
9,2088,62290.9,4040
9,2104,63387.2,4111
9,2103,64583.9,4189
9,2106,65648.1,4258
9,2078,66582.9,4318
9,2098,67574.2,4383
9,2106,68685.5,4455
9,2098,69757.1,4525
9,2101,70880,4598
9,2096,71800.6,4658
9,2106,72836.4,4724
9,2099,73910.9,4794
9,2088,75014.6,4865
9,2092,76093.6,4936
9,2085,77141.5,5004
9,2084,78112.6,5067
9,2103,79250.2,5141
9,2093,80240.8,5206
9,2098,81323.5,5276
9,2082,82305.7,5340
9,2106,83287.5,5403
9,2115,84503.4,5482
9,2101,85448,5544
9,2101,86569.5,5616
9,2096,87503.9,5677
9,2108,88681.9,5753
9,2092,89777.5,5825
9,2087,90708.3,5885
9,2098,91702.1,5949
9,2106,92987.7,6032
9,2083,93972.3,6096
9,2094,95029.9,6164
9,2102,96052.2,6230
9,2099,97182.1,6303
9,2097,98188.7,6368
9,2075,99029,6422
9,2091,99996.6,6485
9,2092,101014,6551
9,2080,102002,6615
9,2115,103259,6696
9,2090,104406,6770
9,2113,105704,6853
9,2074,106583,6909
9,2086,107621,6977
9,2086,108601,7040
9,2087,109639,7108
9,2090,110644,7173
9,2094,111804,7248
9,2108,112779,7311
9,2080,113688,7370
9,2094,114801,7442
9,2107,115793,7507
9,2088,116742,7569
9,2092,117525,7620
9,2078,118645,7693
9,2107,119774,7767
9,2086,120742,7830
9,2090,121759,7896
9,2084,122611,7951
9,2109,123846,8031
9,2079,124866,8097
9,2105,125903,8164
9,2083,126777,8220
9,2087,127952,8297
9,2118,129163,8375
9,2098,130263,8446
9,2089,131162,8505
9,2080,132161,8570
9,2111,133286,8642
9,2096,134069,8693
9,2093,135190,8765
9,2089,136324,8838
9,2087,137368,8906
9,2098,138350,8970
9,2087,139242,9028
9,2102,140298,9096
9,2088,141364,9165
9,2097,142283,9224
9,2110,143281,9289
9,2093,144226,9351
9,2097,145243,9417
9,2084,146197,9479
9,2088,147290,9550
9,2087,148274,9614
9,2103,149372,9685
10,2107,1126.79,73
10,2100,2151.64,139
10,2100,3166.38,205
10,2094,4289.83,277
10,2090,5210.26,337
10,2109,6444.93,417
10,2108,7590.98,492
10,2105,8819.21,572
10,2099,9985.38,648
10,2104,11078.7,718
10,2096,12279.4,796
10,2091,13168.8,854
10,2107,14308.4,928
10,2102,15449.6,1002
10,2098,16462.4,1067
10,2080,17583.6,1140
10,2085,18515.6,1200
10,2094,19622.4,1269
10,2102,20814.6,1340
10,2096,22010.3,1418
10,2099,23074.5,1486
10,2102,24254.8,1561
10,2100,25616.5,1644
10,2096,26652.3,1709
10,2098,27634.6,1773
10,2108,28828.5,1850
10,2083,29736.6,1909
10,2077,30615.7,1966
10,2102,31778.4,2041
10,2104,32920.7,2115
10,2111,34191,2197
10,2088,35165.4,2260
10,2102,36303,2334
10,2092,37363.7,2403
10,2102,38414.7,2471
10,2100,39426.3,2537
10,2091,40643.7,2615
10,2092,41701,2684
10,2089,42657.6,2745
10,2092,43686.9,2812
10,2073,44487.6,2863
10,2078,45557.6,2932
10,2089,46420.2,2988
10,2085,47297,3045
10,2110,48634.6,3132
10,2097,49727.1,3203
10,2061,50528.6,3255
10,2094,51559.7,3322
10,2103,52671.8,3394
10,2086,53630.6,3456
10,2101,54585.8,3518
10,2085,55593.1,3584
10,2103,56640.4,3652
10,2109,57782.3,3727
10,2093,58921.4,3800
10,2098,60015.1,3871
10,2098,61263.3,3951
10,2101,62309.8,4019
10,2093,63385,4088
10,2088,64375.7,4152
10,2083,65469.8,4223
10,2098,66718.9,4304
10,2083,67651.8,4365
10,2088,68715.7,4434
10,2101,69819,4506
10,2125,71066.4,4587
10,2126,72296,4666
10,2104,73537,4747
10,2085,74612,4817
10,2085,75608.1,4882
10,2097,76796.7,4959
10,2105,77798.7,5024
10,2083,78840.2,5091
10,2101,79813.8,5154
10,2093,80872.6,5222
10,2091,81849.1,5286
10,2100,82892.1,5354
10,2093,83841.3,5415
10,2106,84920.8,5485
10,2106,86024.5,5557
10,2083,87061.1,5624
10,2107,88082,5690
10,2105,89319.9,5770
10,2102,90401.3,5840
10,2085,91403.4,5905
10,2093,92434.4,5972
10,2086,93628.7,6049
10,2078,94628.9,6114
10,2093,95560.7,6175
10,2082,96518.4,6237
10,2081,97563,6305
10,2100,98716.8,6380
10,2084,99713.3,6445
10,2104,100923,6523
10,2085,101839,6583
10,2102,103040,6660
10,2104,104063,6726
10,2111,105381,6812
10,2092,106389,6877
10,2080,107311,6937
10,2111,108393,7007
10,2091,109373,7071
10,2099,110329,7132
10,2115,111552,7211
10,2081,112636,7280
10,2091,113692,7349
10,2103,114916,7427
10,2088,115819,7486
10,2103,117008,7563
10,2096,117910,7622
10,2115,118939,7688
10,2106,120030,7759
10,2084,120907,7816
10,2083,121764,7872
10,2093,122862,7943
10,2079,123752,8001
10,2083,124685,8061
10,2096,125647,8124
10,2095,126614,8187
10,2106,127655,8255
10,2074,128476,8308
10,2080,129596,8381
10,2102,130726,8454
10,2097,131793,8523
10,2095,132796,8588
10,2104,133825,8655
10,2094,134945,8728
10,2087,135889,8789
10,2076,136809,8849
10,2102,138115,8933
10,2119,139251,9007
10,2105,140385,9080
10,2088,141525,9154
10,2098,142605,9224
10,2080,143539,9285
10,2097,144563,9351
10,2087,145678,9423
10,2106,146830,9497
10,2101,147793,9560
10,2091,148798,9624
10,2078,149796,9689
