1,867,0.420812,1,0
1,868,1.44166,1,0
1,869,2.12577,1,0
1,873,2.75028,1,0
1,878,3.32584,1,0
1,883,3.81849,1,0
1,885,4.50814,1,0
1,891,5.15909,1,0
1,893,5.89769,1,0
1,895,6.55812,1,0
1,896,7.43764,1,0
1,897,7.99109,1,0
1,898,11.3592,1,0
1,899,13.8809,1,0
1,900,16.7713,1,0
1,902,17.459,1,0
1,904,17.9958,1,0
1,905,18.7865,1,0
1,907,19.4355,1,0
1,908,20.4323,1,0
1,911,21.054,1,0
1,913,63.3441,1,0
1,915,69.8418,1,0
1,917,78.8403,1,0
1,920,84.3377,1,0
1,924,125.864,1,0
1,925,442.113,1,0
1,926,442.991,1,0
1,929,447.544,1,0
1,932,448.78,1,0
1,936,449.26,1,0
1,937,449.742,1,0
1,940,3054.24,1,0
1,941,4085.88,1,0
1,943,4086.9,1,0
1,945,4087.67,1,0
1,947,5059.26,1,0
1,949,5406.89,1,0
1,953,5408.16,1,0
1,955,6151.8,1,0
1,956,6152.72,1,0
1,957,6400.29,1,0
1,958,7309.06,1,0
1,961,9052.12,1,0
1,962,9860.78,1,0
1,963,10028.7,1,0
1,964,10032.7,1,0
1,967,10119.3,1,0
1,969,10123.1,1,0
1,970,13239.9,1,0
1,973,19359.3,1,0
