run,score,time,step
3,2117,26603,3489
3,2110,27029.7,3571
3,2108,27722.6,3667
3,2115,28647.6,3761
3,2127,29365.2,3846
3,2098,29850.6,3925
3,2108,30309.9,4011
3,2101,30728,4099
3,2118,31177.4,4178
3,2128,31787.2,4271
3,2130,32852,4383
3,2128,33219.7,4475
3,2105,33919.7,4563
3,2102,34319.1,4644
3,2119,35288.1,4734
3,2118,36251.1,4837
3,2125,37214.3,4937
3,2113,37689.4,5023
3,2114,38227.1,5113
3,2123,38822.8,5207
3,2113,39520.1,5297
3,2111,40292.7,5392
3,2115,40636.6,5470
3,2124,41057.6,5560
3,2119,41502,5655
3,2102,41784.1,5728
3,2117,42144,5813
3,2102,42653.8,5895
3,2119,43439.9,6000
3,2128,44024.6,6090
3,2104,44414.3,6169
3,2110,45116.1,6259
3,2100,45574.8,6341
3,2114,46469.5,6444
3,2113,46871,6522
3,2118,47404.9,6609
3,2112,48253.5,6710
3,2117,48915.5,6810
3,2121,49235.1,6905
3,2095,49750.1,6985
3,2118,50209.7,7066
3,2092,50788.7,7150
3,2121,51692,7260
3,2093,52084.4,7333
3,2122,52600.9,7419
3,2118,53172.6,7507
3,2114,53860.7,7596
3,2124,54577.7,7685
3,2106,54954,7771
3,2120,55437.1,7851
3,2101,56015.2,7934
3,2100,56734.5,8005
3,2131,57416.8,8087
3,2110,57988.4,8166
3,2110,58455.8,8235
3,2105,59072.7,8304
3,2119,59769.3,8399
3,2109,60372.5,8478
3,2107,61127.5,8562
3,2120,61816.8,8650
3,2107,62620.9,8750
3,2100,63186.7,8837
3,2107,63693.5,8911
3,2110,64542.6,9011
3,2109,65049,9091
3,2135,65948.1,9196
3,2107,66665.8,9293
3,2112,66940.7,9366
3,2105,67578.2,9456
3,2131,68374.4,9561
3,2110,69657.1,9670
3,2110,70058.8,9750
3,2117,70708.7,9843
3,2113,70992,9923
3,2112,71456.6,10008
3,2106,72106.8,10104
3,2115,72943,10205
3,2107,73629.4,10288
3,2113,74283.4,10382
3,2099,74612,10458
3,2115,75505.8,10560
3,2125,76866.7,10674
3,2093,77236.1,10742
3,2113,77781.4,10833
3,2099,78514.1,10922
3,2102,78968.9,11002
3,2104,79369,11086
3,2106,80076.5,11182
3,2135,80875.2,11295
3,2107,81159.1,11375
3,2107,81612.3,11455
3,2097,82185.7,11543
3,2118,82880.6,11630
3,2095,83148.5,11701
3,2107,83435.7,11781
3,2101,84113.7,11862
3,2105,84520.7,11945
3,2090,84783.1,12013
3,2113,85117.5,12088
3,2100,85689.1,12171
3,2101,86247.7,12247
3,2095,86517.6,12317
3,2105,86914.2,12396
3,2095,87176.5,12465
3,2121,87662.9,12559
3,2123,88120.5,12642
3,2114,88770.2,12736
3,2098,89140.3,12805
3,2114,89811.1,12904
3,2134,90349.8,13000
3,2118,90761.8,13087
3,2102,91509.7,13178
3,2112,91905.4,13256
3,2107,92548.9,13349
3,2114,93002.5,13429
3,2117,93461.8,13511
3,2086,93706.5,13585
3,2123,94487.5,13683
3,2119,95146.3,13778
3,2111,95680.7,13861
3,2105,96125.9,13933
3,2113,96641.6,14014
3,2113,97353.5,14112
3,2124,98056.3,14202
3,2116,98515.1,14288
3,2110,98796.5,14364
3,2116,99240.1,14440
3,2116,99850.1,14538
3,2111,100405,14640
3,2100,100974,14719
3,2130,101686,14815
3,2117,102388,14909
3,2110,102891,14987
3,2106,103228,15064
3,2117,104445,15170
3,2097,105023,15240
3,2129,105872,15349
3,2107,106293,15420
3,2120,106638,15496
3,2103,107024,15568
3,2121,107703,15663
3,2089,108159,15739
3,2112,108638,15821
3,2116,109099,15901
3,2114,109593,15983
3,2116,110376,16078
3,2108,110597,16149
3,2111,111389,16238
3,2106,111828,16313
3,2104,112150,16399
3,2110,112847,16486
3,2115,113194,16565
3,2112,113673,16647
3,2103,114437,16739
3,2103,114861,16805
3,2100,115284,16880
3,2118,116138,16980
3,2092,116554,17062
3,2119,117261,17151
3,2108,117723,17227
3,2125,118335,17326
3,2114,118815,17410
3,2113,119398,17495
3,2097,119895,17566
3,2119,120461,17650
3,2120,120879,17740
3,2117,121254,17834
3,2126,121802,17932
3,2118,122585,18036
3,2113,123361,18131
3,2108,123807,18224
3,2110,124483,18305
3,2121,125082,18402
3,2109,125555,18490
3,2104,125893,18566
3,2104,126373,18638
3,2099,126701,18714
3,2107,127167,18798
3,2098,127693,18879
3,2107,128324,18965
3,2113,128676,19049
3,2114,129163,19136
3,2124,129911,19231
3,2115,130957,19329
3,2107,131612,19415
3,2122,132373,19514
3,2115,133069,19610
3,2111,133546,19696
3,2114,134329,19792
3,2116,134987,19889
3,2118,135983,19995
3,2104,136469,20070
3,2113,137298,20167
3,2124,137807,20256
3,2109,138523,20349
3,2117,139184,20436
3,2103,139525,20513
3,2085,139844,20575
3,2126,140944,20683
3,2102,141325,20753
3,2103,141709,20826
3,2107,142487,20922
3,2117,143424,21027
3,2102,143916,21108
3,2111,144529,21201
3,2106,145193,21292
3,2123,146123,21393
3,2106,146658,21473
3,2133,148025,21591
3,2106,148709,21684
3,2116,149228,21764
4,2094,483.085,83
4,2112,1064.22,173
4,2110,1639.59,253
4,2118,2040.5,333
4,2105,2473.87,421
4,2103,3024.27,504
4,2103,3469.78,590
4,2128,3971.26,679
4,2119,4740.54,765
4,2110,5342.26,856
4,2120,6083.4,954
4,2108,6888.48,1047
4,2102,7313.3,1129
4,2106,8039.87,1214
4,2107,8272.69,1288
4,2110,8972.72,1380
4,2109,9526.44,1462
4,2115,9929.41,1545
4,2101,10255.8,1622
4,2131,11290.1,1721
4,2111,12370.4,1831
4,2117,13007.2,1930
4,2113,14018.9,2031
4,2109,14439.5,2108
4,2105,15351.9,2200
4,2102,15956.5,2293
4,2111,16860.6,2386
4,2103,17572.8,2465
4,2119,18561.4,2577
4,2097,18854,2649
4,2115,19487.1,2744
4,2110,20231.9,2831
4,2107,20741.8,2916
4,2122,21617.3,3013
4,2113,22174.9,3098
4,2127,23251.6,3201
4,2113,23556.2,3280
4,2106,24230.3,3362
4,2112,24609.5,3447
4,2112,24972.2,3526
4,2102,25267.2,3600
4,2094,25776.9,3678
4,2119,26525.5,3773
4,2102,27022.3,3854
4,2109,27521.9,3939
4,2130,28078.2,4047
4,2097,28322.3,4124
4,2108,28986.9,4206
4,2097,29517.6,4281
4,2129,30272.4,4377
4,2115,31517,4482
4,2093,32001.3,4556
4,2106,32483.7,4637
4,2114,33031.8,4723
4,2106,33701.6,4806
4,2110,34127.5,4886
4,2105,34707.6,4979
4,2112,35331.1,5071
4,2125,35870.1,5151
4,2118,36617.4,5242
4,2116,37458.6,5332
4,2123,38150.7,5425
4,2125,38978.4,5530
4,2110,39313,5597
4,2106,40041.8,5681
4,2124,40659.7,5768
4,2118,41217.4,5855
4,2113,41701.5,5937
4,2097,42191.1,6015
4,2108,43060.7,6110
4,2098,43665.6,6195
4,2132,44546.5,6295
4,2092,45274,6375
4,2121,45855.4,6463
4,2110,46279.7,6540
4,2119,46974.4,6633
4,2103,47328,6707
4,2109,47835.2,6789
4,2124,48607,6887
4,2099,48962.4,6959
4,2114,49534.1,7047
4,2128,50592.7,7146
4,2114,51385.4,7248
4,2105,51875.2,7327
4,2112,52631.7,7417
4,2127,53041.3,7493
4,2109,53789.4,7582
4,2123,54506.4,7667
4,2107,54943.7,7747
4,2102,55692,7836
4,2094,56381.6,7920
4,2122,56833,8006
4,2103,57489.1,8084
4,2127,58129.9,8186
4,2120,58481.6,8265
4,2110,58929.3,8347
4,2117,59679.6,8430
4,2105,60588.3,8523
4,2122,61456.1,8618
4,2114,62147.3,8713
4,2112,62640.7,8802
4,2093,63275.8,8881
4,2105,63952.8,8974
4,2121,64607.7,9074
4,2106,65002.9,9139
4,2113,65634.6,9228
4,2116,66657.8,9325
4,2119,67336.7,9420
4,2092,67771.7,9490
4,2101,68364.9,9573
4,2112,68992.8,9666
4,2124,69790.4,9759
4,2119,70595.8,9844
4,2099,71334.6,9929
4,2115,71710.8,10011
4,2104,72068.2,10084
4,2119,72567.2,10165
4,2110,73029.1,10258
4,2123,74074,10364
4,2137,74656.2,10456
4,2115,75196,10532
4,2110,75823.1,10618
4,2108,76378.1,10697
4,2107,76973.2,10791
4,2107,77618,10882
4,2111,78718.3,10979
4,2088,79161.7,11058
4,2117,79606.8,11143
4,2117,79965.1,11214
4,2099,80385.1,11289
4,2116,80945,11373
4,2124,81697.8,11460
4,2113,82098.4,11549
4,2104,82474.3,11630
4,2103,83038.1,11715
4,2098,83508.1,11790
4,2136,83830.4,11870
4,2121,84426.1,11966
4,2103,84684.7,12043
4,2121,85289.8,12145
4,2107,85771,12218
4,2098,86393.4,12298
4,2108,86795.9,12368
4,2112,87366.1,12455
4,2104,87938,12536
4,2123,88416.2,12637
4,2103,88845.7,12715
4,2115,89469.2,12799
4,2127,90081.7,12904
4,2108,90826.5,12992
4,2097,91396.4,13077
4,2100,91905.1,13158
4,2102,92586.9,13244
4,2109,93022.1,13327
4,2114,93643.2,13415
4,2119,94165,13507
4,2132,95327.7,13616
4,2111,96153.1,13710
4,2114,96779.4,13799
4,2121,97100.6,13886
4,2120,97544.9,13968
4,2110,97983.3,14051
4,2106,98853.5,14143
4,2111,99537.4,14228
4,2135,100288,14335
4,2108,100792,14418
4,2104,101351,14500
4,2113,102132,14601
4,2106,102745,14680
4,2108,103576,14772
4,2117,104402,14863
4,2108,104877,14960
4,2120,105411,15054
4,2109,105776,15127
4,2103,106333,15209
4,2099,107023,15298
4,2111,107651,15388
4,2117,108275,15469
4,2112,108602,15555
4,2121,109070,15649
4,2106,109815,15733
4,2116,110838,15833
4,2114,111588,15920
4,2116,112092,16005
4,2107,112542,16091
4,2130,113289,16201
4,2119,113953,16299
4,2103,114323,16377
4,2099,114757,16458
4,2103,115304,16536
4,2120,115752,16621
4,2120,116837,16723
4,2115,117460,16807
4,2102,117965,16891
4,2110,118525,16972
4,2131,119203,17079
4,2120,119606,17145
4,2107,120320,17234
4,2115,121258,17329
4,2115,121778,17420
4,2097,122408,17505
4,2110,123037,17590
4,2118,123934,17687
4,2116,124447,17774
4,2110,124870,17850
4,2119,125387,17940
4,2114,125915,18028
4,2112,126928,18131
4,2123,127551,18224
4,2111,128032,18298
4,2113,128358,18382
4,2125,129008,18477
4,2114,129765,18564
4,2112,130806,18669
4,2138,131457,18770
4,2128,132253,18875
4,2111,132879,18960
4,2113,133495,19041
4,2098,133823,19098
4,2118,134180,19172
4,2110,134777,19248
4,2110,135403,19332
4,2122,136641,19445
4,2105,137133,19524
4,2107,137967,19618
4,2100,138557,19699
4,2105,139015,19779
4,2111,139506,19870
4,2116,140421,19959
4,2099,140744,20033
4,2115,141204,20113
4,2107,141594,20192
4,2100,142386,20282
4,2116,143054,20370
4,2126,143712,20470
4,2118,144287,20565
4,2121,145161,20657
4,2114,145881,20745
4,2104,146627,20830
4,2107,147478,20926
4,2108,148241,21015
4,2104,148819,21094
4,2112,149248,21171
5,2117,1089.31,100
5,2106,1629.08,197
5,2120,1874.77,274
5,2109,2378.76,356
5,2109,2675.49,429
5,2108,3108.87,506
5,2113,3939.84,604
5,2110,4716.73,699
5,2125,5326.49,777
5,2101,5884.41,857
5,2105,6438.11,941
5,2134,7084.88,1033
5,2139,7950.23,1139
5,2114,8651.89,1229
5,2108,9028.15,1306
5,2114,9672.66,1396
5,2110,10099.9,1471
5,2116,10663.7,1555
5,2119,11152.9,1631
5,2120,11536.5,1716
5,2115,12362.8,1808
5,2112,12893.5,1901
5,2100,13129.2,1971
5,2112,13965.2,2064
5,2107,14520.3,2141
5,2105,15085.9,2225
5,2112,15984.6,2320
5,2108,16283.1,2392
5,2106,16772.7,2468
5,2113,17197.2,2544
5,2118,17681.7,2618
5,2115,18393.4,2707
5,2125,19051.5,2805
5,2098,19812.4,2889
5,2107,20450.9,2962
5,2109,21257.3,3046
5,2109,21820.4,3129
5,2089,22149.9,3190
5,2112,22690.5,3270
5,2128,23849.6,3376
5,2113,24846.2,3476
5,2113,25687.6,3571
5,2098,26183.8,3643
5,2123,26890.3,3725
5,2122,27479.7,3822
5,2109,28379.6,3919
5,2090,28589.1,3980
5,2111,29298.1,4075
5,2123,30004.9,4169
5,2106,30437.7,4248
5,2110,31263.1,4338
5,2110,31891.3,4427
5,2117,32531.7,4522
5,2115,33055.6,4614
5,2095,33672.8,4694
5,2118,34063.2,4780
5,2114,34556.2,4861
5,2119,35253,4955
5,2131,36677,5071
5,2115,37372.9,5158
5,2104,38056.6,5239
5,2108,38686.9,5328
5,2103,39190,5414
5,2122,39694.1,5500
5,2115,40224.2,5589
5,2098,40589.1,5667
5,2105,41023.3,5746
5,2110,41922.8,5837
5,2114,42418.1,5918
5,2117,43280.3,6027
5,2100,43951.1,6108
5,2101,44356.8,6179
5,2137,45419.2,6297
5,2112,45984.6,6381
5,2119,46516.4,6478
5,2124,46948.9,6558
5,2107,47548.4,6637
5,2099,48161.2,6716
5,2107,48802.8,6808
5,2110,49170.4,6883
5,2097,49536.1,6964
5,2095,49959.6,7038
5,2121,50343.3,7124
5,2117,51056.7,7217
5,2119,51601.6,7293
5,2082,52343.8,7377
5,2113,52662.5,7459
5,2115,53398.8,7567
5,2096,53968.4,7650
5,2105,54449.7,7725
5,2113,55248.6,7810
5,2097,55457.5,7870
5,2117,55819.7,7944
5,2115,56265.7,8030
5,2105,57149.2,8119
5,2104,57757,8195
5,2115,58254.9,8274
5,2116,58620.4,8351
5,2120,59319.9,8443
5,2093,59687.5,8521
5,2106,60170.6,8596
5,2105,61068,8693
5,2109,61423,8765
5,2113,62063.1,8848
5,2115,62697.7,8935
5,2113,63577.5,9026
5,2109,64153.9,9115
5,2115,64664.5,9200
5,2118,65619,9300
5,2106,66300.3,9384
5,2122,67125.6,9480
5,2115,68164,9589
5,2117,68536.5,9672
5,2120,69495.5,9770
5,2119,70045.7,9872
5,2121,70646.9,9971
5,2112,71322.8,10054
5,2116,72265.9,10149
5,2105,72796.2,10220
5,2099,73497.5,10313
5,2125,74334.7,10409
5,2126,75095.1,10502
5,2095,75582.7,10579
5,2110,76073.9,10658
5,2114,76788.3,10753
5,2094,77140.1,10826
5,2130,78010.9,10939
5,2105,78507.2,11021
5,2122,79360.8,11124
5,2097,79925.7,11204
5,2113,80178.9,11286
5,2115,80518.2,11378
5,2131,81179.9,11479
