run,score,time,iteration,step
2,1940,153.378,1,10
2,1945,168.138,1,11
2,1950,182.946,1,12
2,1955,197.965,1,13
2,1960,212.701,1,14
2,1966,227.45,1,15
2,1972,242.264,1,16
2,1976,257.016,1,17
2,1980,273.772,1,18
2,1984,293.901,1,19
2,1988,312.204,1,20
2,1992,327.163,1,21
2,1996,341.956,1,22
2,1999,356.637,1,23
2,2002,371.478,1,24
2,2005,386.314,1,25
2,2009,401.06,1,26
2,2012,415.848,1,27
2,2015,430.608,1,28
2,2019,445.329,1,29
2,2022,460.059,1,30
2,2025,478.723,1,31
2,2028,496.27,1,32
2,2032,511.19,1,33
2,2035,526.18,1,34
2,2038,540.951,1,35
2,2042,555.793,1,36
2,2045,570.528,1,37
2,2049,585.368,1,38
2,2052,600.159,1,39
2,2054,614.948,1,40
2,2057,629.817,1,41
2,2060,644.567,1,42
2,2062,659.443,1,43
2,2066,676.073,1,44
2,2068,693.361,1,45
2,2070,708.559,1,46
2,2072,723.515,1,47
2,2074,738.696,1,48
2,2076,753.534,1,49
2,2078,768.313,1,50
2,2080,783.107,1,51
2,2082,798.05,1,52
2,2083,812.79,1,53
2,2086,827.525,1,54
2,2087,842.317,1,55
2,2088,857.046,1,56
2,2089,871.879,1,57
2,2090,890.591,1,58
2,2093,908.138,1,59
2,2095,924.384,1,60
2,2096,941.706,1,61
2,2097,959.488,1,62
2,2098,974.294,1,63
2,2099,989.124,1,64
2,2100,1004.87,1,65
2,2102,1022.9,1,66
2,2104,1038.07,1,67
2,2105,1055.64,1,68
2,2108,1070.66,1,69
2,2109,1087.93,1,70
2,2110,1105,1,71
2,2111,1120.2,1,72
2,2112,17238.3,16,1119
2,2113,17253.2,16,1120
2,2114,17267.9,16,1121
2,2116,30191.8,28,1960
2,2117,30207.2,28,1961
2,2118,30223,28,1962
2,2120,30237.8,28,1963
2,2121,30252.5,28,1964
2,2122,30267.3,28,1965
2,2123,30282,28,1966
2,2124,30296.8,28,1967
2,2125,30311.6,28,1968
2,2126,30328.6,28,1969
3,1862,17.2777,1,1
3,1870,35.8933,1,2
3,1878,51.1629,1,3
3,1885,66.065,1,4
3,1892,81.7755,1,5
3,1899,96.5406,1,6
3,1906,112.203,1,7
3,1912,127.155,1,8
3,1918,141.974,1,9
3,1924,156.843,1,10
3,1930,171.711,1,11
3,1936,187.493,1,12
3,1941,202.321,1,13
3,1946,219.093,1,14
3,1951,236.76,1,15
3,1955,251.959,1,16
3,1959,266.901,1,17
3,1963,281.845,1,18
3,1967,296.742,1,19
3,1971,311.862,1,20
3,1975,326.956,1,21
3,1979,341.815,1,22
3,1983,356.708,1,23
3,1987,371.497,1,24
3,1991,386.248,1,25
3,1994,401.023,1,26
3,1998,418.478,1,27
3,2001,435.769,1,28
3,2004,450.908,1,29
3,2007,465.857,1,30
3,2010,480.88,1,31
3,2013,495.744,1,32
3,2016,510.72,1,33
3,2019,525.967,1,34
3,2023,541.407,1,35
3,2026,557.89,1,36
3,2029,574.951,1,37
3,2031,590.501,1,38
3,2033,605.368,1,39
3,2035,622.077,1,40
3,2037,639.311,1,41
3,2040,654.291,1,42
3,2042,669.251,1,43
3,2044,684.049,1,44
3,2047,698.823,1,45
3,2050,713.85,1,46
3,2052,729.145,1,47
3,2055,743.998,1,48
3,2057,758.793,1,49
3,2059,773.563,1,50
3,2061,788.385,1,51
3,2063,803.321,1,52
3,2065,818.572,1,53
3,2066,836.296,1,54
3,2068,852.664,1,55
3,2069,867.527,1,56
3,2072,882.488,1,57
3,2073,897.3,1,58
3,2074,912.388,1,59
3,2075,927.573,1,60
3,2076,942.609,1,61
3,2077,957.467,1,62
3,2078,972.283,1,63
3,2081,987.372,1,64
3,2083,1002.17,1,65
3,2085,1018.43,1,66
3,2088,1035.72,1,67
3,2089,1058.7,1,68
3,2090,1074.42,1,69
3,2091,1089.25,1,70
3,2092,1104.18,1,71
3,2093,2033.95,2,132
3,2094,2050.89,2,133
3,2095,2067.62,2,134
3,2096,2082.55,2,135
3,2098,2097.54,2,136
3,2100,2112.4,2,137
3,2101,2127.2,2,138
3,2103,2141.97,2,139
3,2104,2156.91,2,140
3,2105,2171.77,2,141
3,2108,2187.79,2,142
3,2110,2202.83,2,143
3,2112,2217.7,2,144
3,2113,3407.06,3,221
3,2116,25050.2,24,1624
3,2117,25065.1,24,1625
3,2118,25079.9,24,1626
3,2121,25094.7,24,1627
3,2122,25109.8,24,1628
3,2123,25124.5,24,1629
3,2124,25139.3,24,1630
3,2125,60510,57,3924
3,2126,60524.8,57,3925
3,2127,60541,57,3926
3,2129,60558,57,3927
4,1889,20.6801,1,1
4,1897,35.8183,1,2
4,1905,50.8242,1,3
4,1913,65.6355,1,4
4,1920,80.6449,1,5
4,1927,95.408,1,6
4,1933,110.413,1,7
4,1939,125.729,1,8
4,1945,140.954,1,9
4,1951,155.693,1,10
4,1957,170.526,1,11
4,1962,185.306,1,12
4,1966,200.571,1,13
4,1970,217.458,1,14
4,1974,233.749,1,15
4,1978,248.658,1,16
4,1982,263.458,1,17
4,1986,278.19,1,18
4,1989,293.021,1,19
4,1992,307.704,1,20
4,1996,322.533,1,21
4,1999,337.316,1,22
4,2002,352.062,1,23
4,2005,366.906,1,24
4,2008,381.634,1,25
4,2011,396.462,1,26
4,2014,412.714,1,27
4,2017,430.064,1,28
4,2020,444.961,1,29
4,2023,459.734,1,30
4,2027,474.668,1,31
4,2030,489.605,1,32
4,2033,504.351,1,33
4,2036,520.484,1,34
4,2039,535.574,1,35
4,2042,551.99,1,36
4,2045,568.813,1,37
4,2048,584.05,1,38
4,2050,598.915,1,39
4,2052,615.473,1,40
4,2054,632.613,1,41
4,2056,647.905,1,42
4,2058,662.674,1,43
4,2060,677.585,1,44
4,2062,692.314,1,45
4,2064,707.05,1,46
4,2065,721.797,1,47
4,2068,736.606,1,48
4,2070,751.33,1,49
4,2072,766.065,1,50
4,2073,780.805,1,51
4,2074,795.686,1,52
4,2075,811.583,1,53
4,2076,828.49,1,54
4,2077,844.014,1,55
4,2078,858.989,1,56
4,2081,873.765,1,57
4,2083,888.507,1,58
4,2086,903.246,1,59
4,2087,918.041,1,60
4,2088,932.722,1,61
4,2089,947.563,1,62
4,2090,962.329,1,63
4,2091,977.059,1,64
4,2092,992.922,1,65
4,2093,1885.12,2,120
4,2094,1900.09,2,121
4,2095,1914.88,2,122
4,2097,1929.7,2,123
4,2098,5844.68,6,372
4,2101,5862.21,6,373
4,2102,5877.11,6,374
4,2104,5893.95,6,375
4,2106,5910.67,6,376
4,2107,5925.74,6,377
4,2108,5940.77,6,378
4,2109,19395.4,19,1234
4,2110,19412.4,19,1235
4,2111,19427.6,19,1236
4,2112,19442.6,19,1237
4,2113,19457.5,19,1238
4,2114,33522.8,32,2136
4,2115,33537.7,32,2137
4,2117,33552.6,32,2138
4,2118,33567.6,32,2139
5,1903,16.8676,1,1
5,1912,32.1083,1,2
5,1921,46.8975,1,3
5,1928,61.7428,1,4
5,1934,76.7108,1,5
5,1940,91.4826,1,6
5,1946,106.255,1,7
5,1952,120.967,1,8
5,1957,135.933,1,9
5,1962,150.702,1,10
5,1966,165.458,1,11
5,1970,180.267,1,12
5,1975,197.22,1,13
5,1979,214.349,1,14
5,1985,229.411,1,15
5,1989,244.497,1,16
5,1993,259.431,1,17
5,1997,274.262,1,18
5,2001,289.092,1,19
5,2004,304.349,1,20
5,2007,319.348,1,21
5,2010,334.175,1,22
5,2013,349.17,1,23
5,2016,363.983,1,24
5,2019,378.821,1,25
5,2022,395.275,1,26
5,2025,413.158,1,27
5,2028,429.508,1,28
5,2031,444.783,1,29
5,2033,459.944,1,30
5,2035,474.801,1,31
5,2037,489.617,1,32
5,2039,504.592,1,33
5,2041,519.444,1,34
5,2043,534.216,1,35
5,2045,549.014,1,36
5,2047,563.936,1,37
5,2049,578.724,1,38
5,2052,594.916,1,39
5,2053,615.385,1,40
5,2055,632.011,1,41
5,2056,647.254,1,42
5,2058,662.351,1,43
5,2061,677.222,1,44
5,2063,692.093,1,45
5,2064,706.94,1,46
5,2065,721.755,1,47
5,2066,736.576,1,48
5,2068,751.427,1,49
5,2070,766.453,1,50
5,2071,781.305,1,51
5,2072,797.854,1,52
5,2073,1622.74,2,105
5,2074,1640.11,2,106
5,2076,1655.25,2,107
5,2077,1670.18,2,108
5,2078,1685.09,2,109
5,2079,1700.1,2,110
5,2081,1714.93,2,111
5,2082,1729.68,2,112
5,2083,1744.47,2,113
5,2084,1759.38,2,114
5,2085,1774.17,2,115
5,2086,1789.05,2,116
5,2088,1804.01,2,117
5,2089,2901.68,3,188
5,2090,2916.61,3,189
5,2091,2931.44,3,190
5,2092,2946.32,3,191
5,2093,2961.34,3,192
5,2094,2976.11,3,193
5,2097,4865.36,5,316
5,2098,4883.29,5,317
5,2099,4900.94,5,318
5,2100,4916.12,5,319
5,2101,4932.47,5,320
5,2102,6852.36,7,445
5,2103,6867.18,7,446
5,2104,6882.09,7,447
5,2105,6899.13,7,448
5,2107,6916.77,7,449
5,2108,6933.9,7,450
5,2109,6948.96,7,451
5,2110,6965.54,7,452
5,2111,6980.56,7,453
5,2112,6995.49,7,454
5,2113,7010.41,7,455
5,2114,7025.28,7,456
5,2116,7040.2,7,457
5,2118,7055,7,458
5,2119,7069.85,7,459
5,2120,7084.71,7,460
5,2121,7101.56,7,461
5,2122,7118.49,7,462
5,2124,7133.88,7,463
5,2125,7150.84,7,464
5,2126,66992.1,64,4346
5,2127,67007.3,64,4347
5,2128,67022.1,64,4348
5,2129,67039.1,64,4349
5,2130,67056.1,64,4350
6,1877,18.6538,1,1
6,1885,33.462,1,2
6,1892,48.2977,1,3
6,1899,63.0455,1,4
6,1906,78.0253,1,5
6,1912,93.2862,1,6
6,1918,112.629,1,7
6,1924,127.938,1,8
6,1930,142.958,1,9
6,1937,157.923,1,10
6,1943,172.762,1,11
6,1950,187.792,1,12
6,1956,203.654,1,13
6,1961,221.328,1,14
6,1965,236.154,1,15
6,1969,250.91,1,16
6,1973,265.871,1,17
6,1977,280.607,1,18
6,1981,295.525,1,19
6,1984,312.415,1,20
6,1988,328.871,1,21
6,1991,343.923,1,22
6,1996,358.808,1,23
6,1999,373.718,1,24
6,2003,388.742,1,25
6,2006,405.012,1,26
6,2009,419.959,1,27
6,2013,434.732,1,28
6,2017,450.869,1,29
6,2020,469.193,1,30
6,2023,484.322,1,31
6,2026,500.006,1,32
6,2029,517.518,1,33
6,2032,533.237,1,34
6,2035,548.559,1,35
6,2038,563.528,1,36
6,2041,578.591,1,37
6,2044,593.482,1,38
6,2046,608.3,1,39
6,2048,623.234,1,40
6,2050,637.944,1,41
6,2053,653.109,1,42
6,2055,667.977,1,43
6,2057,682.915,1,44
6,2059,697.692,1,45
6,2061,714.618,1,46
6,2063,732.14,1,47
6,2065,753.123,1,48
6,2067,768.243,1,49
6,2069,783.132,1,50
6,2071,798.057,1,51
6,2072,812.848,1,52
6,2075,827.807,1,53
6,2076,842.542,1,54
6,2078,857.279,1,55
6,2081,871.95,1,56
6,2084,886.749,1,57
6,2087,901.603,1,58
6,2089,918.211,1,59
6,2090,935.752,1,60
6,2091,950.808,1,61
6,2094,967.467,1,62
6,2095,982.933,1,63
6,2096,998.941,1,64
6,2099,1014.02,1,65
6,2100,1034.56,1,66
6,2101,1049.78,1,67
6,2102,1064.84,1,68
6,2103,1079.68,1,69
6,2104,1094.66,1,70
6,2105,1110.91,1,71
6,2108,1127.69,1,72
6,2109,1143.27,1,73
6,2110,1158.22,1,74
6,2111,4484.52,4,287
6,2112,4499.31,4,288
6,2113,4514.18,4,289
6,2114,67721.5,64,4310
6,2115,85165,80,5425
6,2116,85179.8,80,5426
6,2118,85194.7,80,5427
6,2120,85210.4,80,5428
6,2122,85226.2,80,5429
6,2123,105767,98,6741
7,1892,18.7624,1,1
7,1900,33.9211,1,2
7,1908,48.891,1,3
7,1915,63.9183,1,4
7,1922,78.9944,1,5
7,1929,93.7832,1,6
7,1935,108.536,1,7
7,1941,123.317,1,8
7,1947,138.114,1,9
7,1953,152.846,1,10
7,1958,167.726,1,11
7,1963,182.532,1,12
7,1968,197.53,1,13
7,1973,214.101,1,14
7,1978,231.436,1,15
7,1982,246.497,1,16
7,1986,261.304,1,17
7,1990,276.308,1,18
7,1994,291.229,1,19
7,1998,306.204,1,20
7,2003,320.986,1,21
7,2007,335.913,1,22
7,2011,350.735,1,23
7,2014,365.528,1,24
7,2017,380.601,1,25
7,2020,395.595,1,26
7,2023,412.044,1,27
7,2026,429.098,1,28
7,2031,444.213,1,29
7,2034,460.057,1,30
7,2037,475.016,1,31
7,2040,489.834,1,32
7,2043,504.983,1,33
7,2046,519.891,1,34
7,2049,534.662,1,35
7,2052,549.46,1,36
7,2055,564.246,1,37
7,2059,579.323,1,38
7,2061,594.262,1,39
7,2064,612.293,1,40
7,2066,631.29,1,41
7,2068,649.501,1,42
7,2070,667.444,1,43
7,2072,682.545,1,44
7,2074,697.658,1,45
7,2076,713.263,1,46
7,2077,728.317,1,47
7,2078,743.091,1,48
7,2079,757.835,1,49
7,2082,772.655,1,50
7,2083,787.876,1,51
7,2084,802.641,1,52
7,2086,819.197,1,53
7,2087,839.572,1,54
7,2088,855.691,1,55
7,2091,873.553,1,56
7,2092,888.685,1,57
7,2093,903.689,1,58
7,2094,918.513,1,59
7,2095,933.246,1,60
7,2097,948.052,1,61
7,2098,962.935,1,62
7,2099,977.698,1,63
7,2101,992.767,1,64
7,2102,2211.41,2,143
7,2104,2228.74,2,144
7,2105,11256.1,10,720
7,2106,11273.5,10,721
7,2107,11288.6,10,722
7,2108,13631.6,12,873
7,2109,17772,16,1132
7,2110,17787.4,16,1133
7,2112,17802.4,16,1134
7,2113,28640.3,26,1826
7,2114,28655.1,26,1827
7,2115,28669.8,26,1828
7,2116,28684.7,26,1829
7,2117,28699.5,26,1830
7,2118,28716.3,26,1831
7,2119,66542.1,56,3822
7,2120,66559.3,56,3823
7,2121,66576.8,56,3824
7,2122,78661.1,67,4607
7,2124,78676,67,4608
7,2125,78690.8,67,4609
7,2126,78705.7,67,4610
7,2127,78720.5,67,4611
8,1880,16.3011,1,1
8,1888,31.1471,1,2
8,1896,45.9754,1,3
8,1903,60.9067,1,4
8,1910,80.7404,1,5
8,1916,99.4969,1,6
8,1922,114.57,1,7
8,1928,129.552,1,8
8,1934,144.459,1,9
8,1940,159.283,1,10
8,1945,174.282,1,11
8,1950,189.128,1,12
8,1955,204.002,1,13
8,1959,218.743,1,14
8,1963,233.947,1,15
8,1967,248.748,1,16
8,1971,263.83,1,17
8,1975,282.138,1,18
8,1979,298.833,1,19
8,1983,315.123,1,20
8,1987,330.538,1,21
8,1991,345.498,1,22
8,1995,360.417,1,23
8,1999,375.306,1,24
8,2002,390.329,1,25
8,2005,405.157,1,26
8,2008,419.982,1,27
8,2011,434.744,1,28
8,2014,449.511,1,29
8,2017,464.355,1,30
8,2020,481.449,1,31
8,2023,498.563,1,32
8,2026,513.768,1,33
8,2029,530.141,1,34
8,2031,545.226,1,35
8,2034,560.107,1,36
8,2038,574.94,1,37
8,2041,590.008,1,38
8,2044,604.868,1,39
8,2047,619.662,1,40
8,2050,634.457,1,41
8,2052,649.345,1,42
8,2054,664.094,1,43
8,2056,680.719,1,44
8,2058,697.528,1,45
8,2060,712.949,1,46
8,2062,727.874,1,47
8,2064,742.8,1,48
8,2065,757.599,1,49
8,2068,772.476,1,50
8,2070,787.377,1,51
8,2073,802.379,1,52
8,2074,817.167,1,53
8,2075,832.027,1,54
8,2076,846.78,1,55
8,2077,861.71,1,56
8,2078,878.16,1,57
8,2080,895.247,1,58
8,2081,910.531,1,59
8,2082,925.577,1,60
8,2083,940.592,1,61
8,2085,955.578,1,62
8,2086,970.382,1,63
8,2087,985.285,1,64
8,2088,1001.23,1,65
8,2089,1018.74,1,66
8,2092,1033.61,1,67
8,2094,1048.47,1,68
8,2095,1063.28,1,69
8,2096,1079.4,1,70
8,2097,1101.39,1,71
8,2098,1116.59,1,72
8,2100,1131.58,1,73
8,2101,1146.69,1,74
8,2102,2143.65,2,138
8,2103,2160.3,2,139
8,2104,2176.08,2,140
8,2105,4245.42,4,273
8,2106,4260.23,4,274
8,2108,4275.46,4,275
8,2110,4290.41,4,276
8,2111,4305.23,4,277
8,2112,4320.02,4,278
8,2114,4338.54,4,279
8,2115,4356.62,4,280
8,2116,4371.84,4,281
8,2118,47993.6,45,3091
8,2120,48008.4,45,3092
8,2121,48023.4,45,3093
8,2122,48038.2,45,3094
8,2123,48055.6,45,3095
8,2124,48073.4,45,3096
9,1887,18.2228,1,1
9,1897,36.6642,1,2
9,1905,51.7033,1,3
9,1912,66.5043,1,4
9,1919,81.4388,1,5
9,1925,97.2535,1,6
9,1930,112.216,1,7
9,1935,127.034,1,8
9,1940,142.008,1,9
9,1945,156.907,1,10
9,1952,171.697,1,11
9,1957,186.61,1,12
9,1963,202.246,1,13
9,1968,221.678,1,14
9,1973,237.391,1,15
9,1977,254.122,1,16
9,1981,269.385,1,17
9,1985,284.465,1,18
9,1989,299.317,1,19
9,1992,314.152,1,20
9,1995,328.972,1,21
9,1998,343.957,1,22
9,2001,358.854,1,23
9,2005,373.675,1,24
9,2008,388.518,1,25
9,2011,403.577,1,26
9,2014,421.07,1,27
9,2017,437.259,1,28
9,2020,453.648,1,29
9,2024,468.952,1,30
9,2027,483.913,1,31
9,2029,498.79,1,32
9,2033,513.642,1,33
9,2035,528.595,1,34
9,2037,543.436,1,35
9,2041,558.315,1,36
9,2043,573.079,1,37
9,2045,587.969,1,38
9,2047,603.587,1,39
9,2049,620.799,1,40
9,2051,637.999,1,41
9,2053,653.252,1,42
9,2054,668.202,1,43
9,2057,683.031,1,44
9,2059,697.866,1,45
9,2060,713.051,1,46
9,2061,728.21,1,47
9,2063,744.388,1,48
9,2064,759.565,1,49
9,2067,774.371,1,50
9,2068,789.298,1,51
9,2070,805.296,1,52
9,2072,822.299,1,53
9,2074,840.582,1,54
9,2076,855.591,1,55
9,2078,870.472,1,56
9,2079,885.325,1,57
9,2080,900.13,1,58
9,2083,915,1,59
9,2084,930.052,1,60
9,2085,944.841,1,61
9,2086,959.785,1,62
9,2089,1904.37,2,123
9,2091,1919.29,2,124
9,2092,1934.07,2,125
9,2093,1948.75,2,126
9,2094,1963.53,2,127
9,2095,1978.49,2,128
9,2096,1993.36,2,129
9,2098,3137.2,3,203
9,2100,3151.95,3,204
9,2101,3166.81,3,205
9,2102,3181.55,3,206
9,2103,3196.39,3,207
9,2105,3211.18,3,208
9,2106,12653.9,12,818
9,2108,24727.4,24,1598
9,2109,24744.9,24,1599
9,2110,24759.6,24,1600
9,2111,24774.4,24,1601
9,2112,24791,24,1602
9,2113,24811.4,24,1603
9,2115,24827.1,24,1604
9,2116,24842.1,24,1605
9,2117,45051.6,43,2917
9,2118,45066.4,43,2918
9,2119,45081.1,43,2919
10,1914,18.8102,1,1
10,1919,33.7517,1,2
10,1924,48.5362,1,3
10,1929,63.368,1,4
10,1934,78.2539,1,5
10,1939,93.0845,1,6
10,1943,107.996,1,7
10,1947,122.753,1,8
10,1953,137.596,1,9
10,1957,157.636,1,10
10,1961,176.07,1,11
10,1965,192.74,1,12
10,1969,207.927,1,13
10,1975,223.02,1,14
10,1979,237.804,1,15
10,1985,252.572,1,16
10,1989,267.519,1,17
10,1992,282.387,1,18
10,1995,297.14,1,19
10,1998,311.871,1,20
10,2001,327.685,1,21
10,2004,343.508,1,22
10,2007,360.516,1,23
10,2011,376.206,1,24
10,2014,391.317,1,25
10,2017,406.278,1,26
10,2021,421.356,1,27
10,2024,436.189,1,28
10,2027,450.98,1,29
10,2030,465.886,1,30
10,2032,480.609,1,31
10,2034,495.345,1,32
10,2036,510.121,1,33
10,2039,525.033,1,34
10,2043,539.885,1,35
10,2046,556.36,1,36
10,2049,573.212,1,37
10,2051,588.407,1,38
10,2054,603.415,1,39
10,2056,618.287,1,40
10,2058,633.247,1,41
10,2060,648.111,1,42
10,2063,663.03,1,43
10,2066,677.858,1,44
10,2068,692.645,1,45
10,2070,707.435,1,46
10,2072,722.265,1,47
10,2073,737.2,1,48
10,2074,753.581,1,49
10,2076,770.731,1,50
10,2078,786.034,1,51
10,2080,801.154,1,52
10,2081,816.157,1,53
10,2083,830.973,1,54
10,2084,845.854,1,55
10,2085,860.624,1,56
10,2088,875.453,1,57
10,2089,890.22,1,58
10,2090,905.337,1,59
10,2091,921.842,1,60
10,2092,937.791,1,61
10,2093,954.063,1,62
10,2094,971.875,1,63
10,2096,987.344,1,64
10,2098,1004.98,1,65
10,2099,1020.83,1,66
10,2100,1035.73,1,67
10,2101,1050.71,1,68
10,2103,1065.55,1,69
10,2105,1080.47,1,70
10,2106,1095.34,1,71
10,2107,1110.16,1,72
10,2108,6413.04,6,415
10,2109,6427.86,6,416
10,2110,34159.4,31,2195
10,2111,34174.3,31,2196
10,2112,70910.7,66,4577
10,2113,70925.8,66,4578
10,2114,70940.7,66,4579
10,2117,70955.7,66,4580
10,2118,70970.5,66,4581
10,2119,70985.3,66,4582
10,2120,71000.2,66,4583
10,2121,71015,66,4584
10,2124,71030.4,66,4585
10,2125,71048.8,66,4586
10,2126,72279.6,67,4665
