run,score,time,iteration,step
2,2084,895.782,1,58
2,2085,913.848,1,59
2,2086,929.046,1,60
2,2088,945.507,1,61
2,2089,960.47,1,62
2,2090,975.256,1,63
2,2091,990.089,1,64
2,2092,1008.9,1,65
2,2093,1024.25,1,66
2,2094,1039.06,1,67
2,2095,1056.61,1,68
2,2096,1071.86,1,69
2,2097,1087.96,1,70
2,2099,4452.2,1,72
2,2100,7837.92,1,74
2,2101,7852.9,1,75
2,2102,11233,1,77
2,2103,11247.8,1,78
2,2104,11265.3,1,79
2,2105,14652.7,1,81
2,2106,18038.1,1,83
2,2107,18052.9,1,84
2,2108,21443.1,1,86
2,2110,56613.7,2,173
2,2111,56628.7,2,174
2,2112,56643.7,2,175
2,2113,56658.7,2,176
2,2115,60132.9,2,178
2,2116,63510,2,180
2,2117,63525,2,181
2,2118,63539.9,2,182
2,2119,63554.7,2,183
2,2121,63569.5,2,184
2,2122,66947.9,2,186
2,2123,66964.5,2,187
2,2124,70332.9,2,189
2,2125,70348,2,190
3,1863,16.2979,1,1
3,1871,31.2628,1,2
3,1881,46.0283,1,3
3,1889,60.8715,1,4
3,1896,75.8691,1,5
3,1903,90.6879,1,6
3,1909,109.152,1,7
3,1915,125.154,1,8
3,1921,141.72,1,9
3,1927,156.853,1,10
3,1932,171.812,1,11
3,1937,186.838,1,12
3,1942,201.716,1,13
3,1947,216.567,1,14
3,1952,231.335,1,15
3,1957,246.151,1,16
3,1962,260.968,1,17
3,1967,275.757,1,18
3,1971,290.506,1,19
3,1975,308.028,1,20
3,1979,325.542,1,21
3,1983,341.444,1,22
3,1987,357.236,1,23
3,1990,373.816,1,24
3,1993,390.016,1,25
3,1996,404.827,1,26
3,2000,419.639,1,27
3,2004,434.503,1,28
3,2007,449.364,1,29
3,2010,464.21,1,30
3,2013,479.068,1,31
3,2016,493.882,1,32
3,2019,510.549,1,33
3,2022,527.513,1,34
3,2025,542.601,1,35
3,2028,557.771,1,36
3,2031,572.68,1,37
3,2034,587.666,1,38
3,2037,602.487,1,39
3,2039,617.312,1,40
3,2041,637.838,1,41
3,2043,653.105,1,42
3,2045,668.148,1,43
3,2047,683.012,1,44
3,2049,697.879,1,45
3,2051,714.387,1,46
3,2053,731.232,1,47
3,2054,746.217,1,48
3,2056,762.002,1,49
3,2059,776.896,1,50
3,2061,791.776,1,51
3,2063,806.588,1,52
3,2065,821.393,1,53
3,2067,836.315,1,54
3,2069,851.061,1,55
3,2071,865.95,1,56
3,2073,880.852,1,57
3,2076,895.684,1,58
3,2079,911.919,1,59
3,2080,928.665,1,60
3,2081,944.006,1,61
3,2083,959.812,1,62
3,2084,974.662,1,63
3,2087,989.519,1,64
3,2088,1004.44,1,65
3,2090,1019.44,1,66
3,2091,1034.29,1,67
3,2092,1049.1,1,68
3,2093,1063.93,1,69
3,2094,1078.89,1,70
3,2096,1093.67,1,71
3,2097,1109.52,1,72
3,2098,1128.08,1,73
3,2099,1144.11,1,74
3,2101,1159.06,1,75
3,2102,1173.91,1,76
3,2103,1189.7,1,77
3,2105,4581.52,1,79
3,2106,7975.75,1,81
3,2107,7992.47,1,82
3,2108,11400.1,1,84
3,2109,14806.4,1,86
3,2110,18268,1,88
3,2112,71278.7,3,259
3,2113,74671.2,3,261
3,2114,86079.6,4,348
3,2115,89467.9,4,350
3,2116,89482.8,4,351
3,2117,92879.1,4,353
3,2118,96262.5,4,355
3,2119,96279,4,356
3,2121,96296.2,4,357
3,2122,96311.5,4,358
3,2124,96326.5,4,359
3,2125,99700.5,4,361
4,1895,16.2368,1,1
4,1903,32.4064,1,2
4,1911,49.0975,1,3
4,1918,64.5763,1,4
4,1925,79.6197,1,5
4,1933,94.4519,1,6
4,1940,109.213,1,7
4,1947,124.097,1,8
4,1953,138.886,1,9
4,1959,153.598,1,10
4,1965,168.491,1,11
4,1970,183.263,1,12
4,1975,198.279,1,13
4,1980,213.067,1,14
4,1986,227.973,1,15
4,1991,244.436,1,16
4,1995,261.386,1,17
4,2000,276.502,1,18
4,2004,292.22,1,19
4,2008,307.391,1,20
4,2012,322.213,1,21
4,2015,337.242,1,22
4,2018,352.165,1,23
4,2021,367.175,1,24
4,2025,381.971,1,25
4,2028,396.985,1,26
4,2031,411.941,1,27
4,2034,426.744,1,28
4,2036,443.394,1,29
4,2039,460.502,1,30
4,2041,475.741,1,31
4,2043,490.729,1,32
4,2045,505.568,1,33
4,2047,520.387,1,34
4,2050,535.293,1,35
4,2052,550.474,1,36
4,2054,565.452,1,37
4,2056,580.243,1,38
4,2058,595.289,1,39
4,2060,610.145,1,40
4,2061,624.918,1,41
4,2062,640.227,1,42
4,2063,657.768,1,43
4,2064,674.283,1,44
4,2065,689.597,1,45
4,2066,704.522,1,46
4,2067,720.267,1,47
4,2068,735.268,1,48
4,2070,750.238,1,49
4,2071,765.239,1,50
4,2072,780.159,1,51
4,2073,795.046,1,52
4,2075,809.768,1,53
4,2076,824.54,1,54
4,2077,839.313,1,55
4,2078,856.625,1,56
4,2079,874.127,1,57
4,2080,889.434,1,58
4,2081,905.776,1,59
4,2082,920.854,1,60
4,2083,935.866,1,61
4,2084,950.856,1,62
4,2085,965.784,1,63
4,2086,980.746,1,64
4,2087,995.786,1,65
4,2089,4398.53,1,67
4,2090,7781.2,1,69
4,2091,7796.38,1,70
4,2092,7811.3,1,71
4,2093,11183.1,1,73
4,2094,14585.8,1,75
4,2096,17997.5,1,77
4,2097,21369.3,1,79
4,2098,43724.1,3,223
4,2101,43740,3,224
4,2102,43754.8,3,225
4,2103,43769.6,3,226
4,2104,43784.8,3,227
4,2105,43800.1,3,228
4,2106,43815.9,3,229
4,2107,43830.7,3,230
4,2109,43846,3,231
4,2110,43861.8,3,232
4,2112,43876.6,3,233
4,2113,43891.5,3,234
4,2114,43907.2,3,235
4,2115,47289.6,3,237
4,2116,50664.2,3,239
4,2117,90405.2,5,418
4,2118,93789.3,5,420
4,2119,146907,7,599
4,2120,146924,7,600
4,2121,146940,7,601
4,2123,150313,7,603
5,1882,16.1787,1,1
5,1890,31.0011,1,2
5,1897,45.9817,1,3
5,1904,60.8648,1,4
5,1911,80.3579,1,5
5,1918,97.2046,1,6
5,1924,112.513,1,7
5,1930,127.514,1,8
5,1936,142.327,1,9
5,1941,157.267,1,10
5,1946,172.091,1,11
5,1951,187.073,1,12
5,1956,201.937,1,13
5,1960,216.73,1,14
5,1965,231.629,1,15
5,1969,246.77,1,16
5,1973,261.706,1,17
5,1977,276.505,1,18
5,1981,294.092,1,19
5,1985,310.921,1,20
5,1989,326.367,1,21
5,1994,342.408,1,22
5,1998,357.545,1,23
5,2002,372.46,1,24
5,2007,387.37,1,25
5,2011,402.095,1,26
5,2014,416.904,1,27
5,2017,431.785,1,28
5,2021,446.577,1,29
5,2024,461.546,1,30
5,2027,476.341,1,31
5,2030,493.005,1,32
5,2033,513.476,1,33
5,2036,530.007,1,34
5,2039,549.128,1,35
5,2042,564.229,1,36
5,2046,579.384,1,37
5,2049,594.36,1,38
5,2051,609.333,1,39
5,2053,624.155,1,40
5,2055,638.945,1,41
5,2057,653.752,1,42
5,2059,668.557,1,43
5,2061,683.476,1,44
5,2064,700.004,1,45
5,2066,716.921,1,46
5,2067,732.21,1,47
5,2069,747.159,1,48
5,2071,761.944,1,49
5,2072,776.843,1,50
5,2073,791.871,1,51
5,2074,806.849,1,52
5,2075,821.714,1,53
5,2076,836.475,1,54
5,2077,851.26,1,55
5,2078,866.096,1,56
5,2079,881.015,1,57
5,2080,897.435,1,58
5,2082,914.277,1,59
5,2083,929.502,1,60
5,2084,944.46,1,61
5,2085,959.336,1,62
5,2087,974.174,1,63
5,2089,989.533,1,64
5,2090,4373.38,1,66
5,2091,7763.55,1,68
5,2092,7778.48,1,69
5,2093,11176.5,1,71
5,2094,11191.4,1,72
5,2095,14597.1,1,74
5,2096,19106.9,2,149
5,2097,22486.2,2,151
5,2098,25880.1,2,153
5,2099,25896.9,2,154
5,2100,29288.3,2,156
5,2101,37006.2,3,222
5,2103,37021.2,3,223
5,2105,40411.1,3,225
5,2107,43796,3,227
5,2108,43811.1,3,228
5,2109,47204.3,3,230
5,2110,47221.1,3,231
5,2111,50597.4,3,233
5,2112,79912.7,5,392
5,2113,79929.3,5,393
5,2114,83311.4,5,395
6,1860,16.7981,1,1
6,1869,31.6536,1,2
6,1877,46.483,1,3
6,1884,61.301,1,4
6,1891,76.2457,1,5
6,1898,91.2137,1,6
6,1905,107.75,1,7
6,1911,124.266,1,8
6,1917,139.322,1,9
6,1923,154.396,1,10
6,1929,169.275,1,11
6,1935,184.2,1,12
6,1940,199.188,1,13
6,1945,214.014,1,14
6,1950,229.595,1,15
6,1954,245.169,1,16
6,1958,260.056,1,17
6,1962,276.15,1,18
6,1968,292.666,1,19
6,1973,309.448,1,20
6,1977,326.748,1,21
6,1981,343.31,1,22
6,1985,359.726,1,23
6,1990,374.615,1,24
6,1994,389.737,1,25
6,1998,404.62,1,26
6,2002,419.502,1,27
6,2006,434.239,1,28
6,2010,449.001,1,29
6,2014,463.751,1,30
6,2017,478.528,1,31
6,2020,493.559,1,32
6,2024,509.982,1,33
6,2028,530.991,1,34
6,2031,546.718,1,35
6,2034,561.854,1,36
6,2037,576.741,1,37
6,2040,591.672,1,38
6,2043,606.495,1,39
6,2046,621.38,1,40
6,2049,636.2,1,41
6,2052,651.007,1,42
6,2055,665.912,1,43
6,2057,680.757,1,44
6,2059,695.66,1,45
6,2061,714.033,1,46
6,2063,731.504,1,47
6,2065,746.769,1,48
6,2068,761.69,1,49
6,2070,776.589,1,50
6,2072,791.478,1,51
6,2075,806.604,1,52
6,2076,821.433,1,53
6,2077,836.257,1,54
6,2078,851.046,1,55
6,2080,865.904,1,56
6,2082,880.662,1,57
6,2083,895.436,1,58
6,2085,911.797,1,59
6,2087,929.072,1,60
6,2088,944.225,1,61
6,2090,959.176,1,62
6,2091,974.102,1,63
6,2092,989.197,1,64
6,2094,1004.11,1,65
6,2095,1021.9,1,66
6,2096,1037.5,1,67
6,2097,1052.4,1,68
6,2099,1067.47,1,69
6,2101,1082.27,1,70
6,2103,1097.02,1,71
6,2105,1113.62,1,72
6,2107,1130.73,1,73
6,2108,1145.92,1,74
6,2109,1160.91,1,75
6,2110,1176.01,1,76
6,2112,1190.95,1,77
6,2114,4583.19,1,79
6,2116,7968.67,1,81
6,2117,11380.5,1,83
6,2118,11395.5,1,84
6,2119,11410.3,1,85
6,2120,11425.7,1,86
6,2121,11441.4,1,87
6,2122,11457,1,88
6,2123,11474.6,1,89
6,2124,11491.7,1,90
6,2125,11506.8,1,91
6,2126,11523.1,1,92
6,2128,14926.8,1,94
7,1885,16.2261,1,1
7,1894,31.1605,1,2
7,1901,46.243,1,3
7,1907,62.5169,1,4
7,1913,79.2009,1,5
7,1919,94.6225,1,6
7,1926,109.575,1,7
7,1932,124.449,1,8
7,1937,139.31,1,9
7,1942,154.131,1,10
7,1947,168.87,1,11
7,1953,183.654,1,12
7,1958,198.543,1,13
7,1963,213.395,1,14
7,1968,228.199,1,15
7,1972,242.96,1,16
7,1977,258.737,1,17
7,1981,275.98,1,18
7,1985,293.283,1,19
7,1990,308.58,1,20
7,1994,323.552,1,21
7,1998,338.452,1,22
7,2001,353.263,1,23
7,2005,368.047,1,24
7,2010,382.826,1,25
7,2013,397.699,1,26
7,2016,412.56,1,27
7,2019,427.284,1,28
7,2022,441.968,1,29
7,2025,456.684,1,30
7,2028,474.522,1,31
7,2031,491.65,1,32
7,2035,506.913,1,33
7,2038,522.257,1,34
7,2042,537.489,1,35
7,2045,552.32,1,36
7,2047,567.023,1,37
7,2049,581.867,1,38
7,2051,596.687,1,39
7,2053,611.608,1,40
7,2055,626.342,1,41
7,2057,641.097,1,42
7,2058,655.948,1,43
7,2061,673.211,1,44
7,2064,691.071,1,45
7,2065,706.181,1,46
7,2067,721.214,1,47
7,2068,736.219,1,48
7,2069,751.095,1,49
7,2070,765.9,1,50
7,2072,780.824,1,51
7,2073,795.632,1,52
7,2075,810.425,1,53
7,2077,825.359,1,54
7,2078,841.518,1,55
7,2079,857.937,1,56
7,2081,876.729,1,57
7,2082,894.508,1,58
7,2083,909.934,1,59
7,2084,925.02,1,60
7,2085,939.937,1,61
7,2087,954.945,1,62
7,2088,969.785,1,63
7,2090,4380.28,1,65
7,2091,4395.36,1,66
7,2092,4410.32,1,67
7,2093,4425.1,1,68
7,2095,7859.39,1,70
7,2097,7874.22,1,71
7,2099,7888.96,1,72
7,2100,7904.2,1,73
7,2101,7919.63,1,74
7,2104,7934.61,1,75
7,2105,7949.43,1,76
7,2106,7964.29,1,77
7,2107,7979.13,1,78
7,2108,7995.29,1,79
7,2109,8012.39,1,80
7,2110,8027.73,1,81
7,2111,8043.01,1,82
7,2112,8057.82,1,83
7,2113,8072.6,1,84
7,2114,8087.44,1,85
7,2115,11488.4,1,87
7,2116,116085,6,492
7,2117,119458,6,494
7,2118,122839,6,496
7,2119,122854,6,497
8,1897,17.2979,1,1
8,1906,33.6807,1,2
8,1913,48.8409,1,3
8,1920,63.893,1,4
8,1926,79.7883,1,5
8,1932,95.003,1,6
8,1938,110.132,1,7
8,1944,125.047,1,8
8,1949,139.887,1,9
8,1954,154.696,1,10
8,1959,169.498,1,11
8,1964,185.286,1,12
8,1968,202.701,1,13
8,1972,220.025,1,14
8,1976,236.835,1,15
8,1980,252.637,1,16
8,1984,267.673,1,17
8,1987,282.64,1,18
8,1990,297.525,1,19
8,1993,312.548,1,20
8,1996,327.358,1,21
8,1999,342.205,1,22
8,2002,357.006,1,23
8,2005,371.91,1,24
8,2008,387.168,1,25
8,2011,404.077,1,26
8,2014,420.407,1,27
8,2017,435.571,1,28
8,2020,450.483,1,29
8,2024,465.393,1,30
8,2027,480.464,1,31
8,2030,495.508,1,32
8,2032,510.302,1,33
8,2036,525.139,1,34
8,2039,540.114,1,35
8,2041,554.879,1,36
8,2043,569.718,1,37
8,2045,584.529,1,38
8,2047,601.003,1,39
8,2049,617.94,1,40
8,2052,633.148,1,41
8,2054,648.093,1,42
8,2057,663.144,1,43
8,2060,677.999,1,44
8,2062,694.113,1,45
8,2063,709.375,1,46
8,2064,724.201,1,47
8,2066,739.129,1,48
8,2067,754.941,1,49
8,2068,771.26,1,50
8,2069,787.618,1,51
8,2070,804.616,1,52
8,2071,821.739,1,53
8,2072,837.198,1,54
8,2073,852.195,1,55
8,2076,867.087,1,56
8,2078,882.054,1,57
8,2080,897.012,1,58
8,2082,911.891,1,59
8,2083,4311.44,1,61
8,2084,7690.81,1,63
8,2086,11091.4,1,65
8,2087,11106.5,1,66
8,2088,14501.7,1,68
8,2089,17892.3,1,70
8,2091,21280.2,1,72
8,2092,21295,1,73
8,2093,21311.1,1,74
8,2095,21328.4,1,75
8,2096,21343.8,1,76
8,2097,21358.8,1,77
8,2099,24747.4,1,79
8,2100,24762.9,1,80
8,2101,24780.2,1,81
8,2102,24800.1,1,82
8,2103,28182.7,1,84
8,2104,31554,1,86
8,2105,34965.6,1,88
8,2107,38429.9,1,90
8,2108,41861,1,92
8,2109,41878.1,1,93
8,2110,45332.2,1,95
8,2111,48798.3,1,97
8,2112,48813.3,1,98
8,2114,63692.5,2,184
8,2116,67123.8,2,186
8,2118,70535.9,2,188
8,2119,73970.7,2,190
8,2120,77380.9,2,192
8,2121,80826.4,2,194
8,2122,138917,5,447
8,2123,138932,5,448
8,2124,142352,5,450
8,2125,142369,5,451
9,1872,16.1266,1,1
9,1880,30.9947,1,2
9,1888,45.7318,1,3
9,1896,60.491,1,4
9,1903,75.1602,1,5
9,1910,90.0662,1,6
9,1918,104.926,1,7
9,1924,119.746,1,8
9,1930,136.03,1,9
9,1936,152.737,1,10
9,1941,167.868,1,11
9,1946,182.797,1,12
9,1951,197.702,1,13
9,1956,212.651,1,14
9,1961,228.302,1,15
9,1965,243.397,1,16
9,1969,258.173,1,17
9,1973,272.9,1,18
9,1977,287.76,1,19
9,1981,302.528,1,20
9,1985,317.355,1,21
9,1990,333.654,1,22
9,1995,350.837,1,23
9,2000,365.975,1,24
9,2004,380.858,1,25
9,2007,395.772,1,26
9,2010,410.781,1,27
9,2013,425.766,1,28
9,2016,440.543,1,29
9,2019,456.777,1,30
9,2022,471.804,1,31
9,2025,487.6,1,32
9,2027,505.116,1,33
9,2031,520.255,1,34
9,2035,537.229,1,35
9,2037,554.219,1,36
9,2039,569.418,1,37
9,2042,584.506,1,38
9,2046,599.418,1,39
9,2049,614.282,1,40
9,2051,629.232,1,41
9,2053,644.037,1,42
9,2055,658.884,1,43
9,2059,673.635,1,44
9,2061,688.44,1,45
9,2064,703.232,1,46
9,2067,718.009,1,47
9,2069,733.081,1,48
9,2071,750.342,1,49
9,2073,768.252,1,50
9,2076,783.444,1,51
9,2078,798.445,1,52
9,2080,813.332,1,53
9,2081,828.125,1,54
9,2082,843.142,1,55
9,2085,857.91,1,56
9,2086,872.652,1,57
9,2087,887.339,1,58
9,2088,903.601,1,59
9,2089,919.927,1,60
9,2090,934.609,1,61
9,2091,953.032,1,62
9,2092,969.58,1,63
9,2093,985.998,1,64
9,2095,4401.67,1,66
9,2097,4416.5,1,67
9,2098,4433.01,1,68
9,2099,7858.09,1,70
9,2100,11298.1,1,72
9,2101,14719.9,1,74
9,2102,18153.6,1,76
9,2103,18168.5,1,77
9,2105,18183.3,1,78
9,2106,18199.8,1,79
9,2108,43072.5,2,156
9,2109,46523.5,2,158
9,2110,57998.4,3,244
9,2111,58015,3,245
9,2113,61414.9,3,247
9,2114,61429.9,3,248
9,2115,64849.8,3,250
9,2116,68280.9,3,252
9,2118,104932,5,430
9,2119,141571,7,602
9,2120,141586,7,603
9,2121,141601,7,604
9,2123,145032,7,606
9,2124,145047,7,607
10,1890,19.921,1,1
10,1901,35.2218,1,2
10,1908,50.2036,1,3
10,1915,65.1874,1,4
10,1921,80.2573,1,5
10,1927,95.2935,1,6
10,1933,110.125,1,7
10,1939,125.029,1,8
10,1944,139.873,1,9
10,1949,154.738,1,10
10,1954,169.742,1,11
10,1958,184.608,1,12
10,1962,199.348,1,13
10,1966,216.163,1,14
10,1971,239.347,1,15
10,1975,254.723,1,16
10,1979,269.808,1,17
10,1983,285.504,1,18
10,1987,302.066,1,19
10,1991,317.525,1,20
10,1995,332.309,1,21
10,1999,347.271,1,22
10,2003,362.081,1,23
10,2008,377.021,1,24
10,2011,391.852,1,25
10,2014,408.569,1,26
10,2017,428.246,1,27
10,2020,443.491,1,28
10,2024,460.344,1,29
10,2028,476.763,1,30
10,2031,492.11,1,31
10,2034,507.064,1,32
10,2037,521.902,1,33
10,2040,536.767,1,34
10,2044,551.798,1,35
10,2047,566.611,1,36
10,2051,581.506,1,37
10,2054,596.439,1,38
10,2056,613.107,1,39
10,2058,630.108,1,40
10,2060,645.325,1,41
10,2062,661.727,1,42
10,2064,676.851,1,43
10,2066,691.918,1,44
10,2069,707.772,1,45
10,2071,722.742,1,46
10,2073,737.607,1,47
10,2074,752.391,1,48
10,2076,768.05,1,49
10,2077,783.926,1,50
10,2078,799.873,1,51
10,2079,816.177,1,52
10,2080,833.154,1,53
10,2081,849.238,1,54
10,2082,4237.61,1,56
10,2083,4252.52,1,57
10,2084,4268.75,1,58
10,2085,4285.98,1,59
10,2086,4301.25,1,60
10,2087,7697.35,1,62
10,2088,7713.04,1,63
10,2090,7729.72,1,64
10,2091,7746.6,1,65
10,2092,7761.67,1,66
10,2094,11242.1,1,68
10,2095,11257,1,69
10,2096,11272,1,70
10,2097,11286.9,1,71
10,2098,11301.8,1,72
10,2099,11316.6,1,73
10,2100,14720.7,1,75
10,2101,18213.4,1,77
10,2102,18228.4,1,78
10,2103,21674.5,1,80
10,2105,29802.9,2,165
10,2106,29817.7,2,166
10,2107,29833.5,2,167
10,2109,33280.8,2,169
10,2111,36740.1,2,171
10,2112,36755.1,2,172
10,2113,36771.9,2,173
10,2114,36789.3,2,174
10,2115,36804.6,2,175
10,2117,40264,2,177
10,2119,43708.7,2,179
10,2120,43726.9,2,180
10,2121,47269,2,182
10,2122,47284.5,2,183
10,2124,47300.2,2,184
10,2125,50825.3,2,186
10,2126,54248.6,2,188
10,2127,57665.2,2,190
10,2129,57680,2,191
